2023-04-13 13:31:43,616 - job0 - Model name: alexnet
2023-04-13 13:32:20,466 - job0 - wrk_cp_t | 6.39 ms
2023-04-13 13:32:20,743 - job0 - wrk_cp_t | 5.72 ms
2023-04-13 13:32:21,106 - job0 - wrk_cp_t | 4.78 ms
2023-04-13 13:32:21,266 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:32:21,442 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:21,821 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:22,064 - job0 - wrk_cp_t | 5.10 ms
2023-04-13 13:32:22,252 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:22,467 - job0 - wrk_cp_t | 6.81 ms
2023-04-13 13:32:22,694 - job0 - wrk_cp_t | 5.20 ms
2023-04-13 13:32:22,882 - job0 - wrk_cp_t | 6.72 ms
2023-04-13 13:32:23,188 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:23,385 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:32:23,610 - job0 - wrk_cp_t | 7.37 ms
2023-04-13 13:32:23,797 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:32:24,099 - job0 - wrk_cp_t | 7.26 ms
2023-04-13 13:32:24,466 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:24,805 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:25,051 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:25,278 - job0 - wrk_cp_t | 6.11 ms
2023-04-13 13:32:25,520 - job0 - wrk_cp_t | 6.16 ms
2023-04-13 13:32:25,744 - job0 - wrk_cp_t | 5.46 ms
2023-04-13 13:32:25,947 - job0 - wrk_cp_t | 5.44 ms
2023-04-13 13:32:26,157 - job0 - wrk_cp_t | 6.49 ms
2023-04-13 13:32:26,488 - job0 - wrk_cp_t | 6.05 ms
2023-04-13 13:32:26,711 - job0 - wrk_cp_t | 5.48 ms
2023-04-13 13:32:26,932 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:27,300 - job0 - wrk_cp_t | 5.11 ms
2023-04-13 13:32:27,432 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:27,668 - job0 - wrk_cp_t | 6.13 ms
2023-04-13 13:32:28,072 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:32:28,326 - job0 - wrk_cp_t | 6.43 ms
2023-04-13 13:32:28,481 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:32:28,725 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:32:28,948 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:29,296 - job0 - wrk_cp_t | 5.12 ms
2023-04-13 13:32:29,634 - job0 - wrk_cp_t | 5.77 ms
2023-04-13 13:32:29,897 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:32:30,342 - job0 - wrk_cp_t | 5.13 ms
2023-04-13 13:32:30,589 - job0 - wrk_cp_t | 5.70 ms
2023-04-13 13:32:30,800 - job0 - wrk_cp_t | 5.66 ms
2023-04-13 13:32:31,186 - job0 - wrk_cp_t | 5.35 ms
2023-04-13 13:32:31,430 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:32:31,680 - job0 - wrk_cp_t | 6.15 ms
2023-04-13 13:32:31,922 - job0 - wrk_cp_t | 6.44 ms
2023-04-13 13:32:32,272 - job0 - wrk_cp_t | 8.57 ms
2023-04-13 13:32:32,446 - job0 - wrk_cp_t | 5.77 ms
2023-04-13 13:32:32,873 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:33,047 - job0 - wrk_cp_t | 5.79 ms
2023-04-13 13:32:33,373 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:33,533 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:33,862 - job0 - wrk_cp_t | 5.73 ms
2023-04-13 13:32:34,053 - job0 - wrk_cp_t | 5.28 ms
2023-04-13 13:32:34,315 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:32:34,556 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:34,733 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:35,043 - job0 - wrk_cp_t | 5.41 ms
2023-04-13 13:32:35,237 - job0 - wrk_cp_t | 7.25 ms
2023-04-13 13:32:35,415 - job0 - wrk_cp_t | 5.35 ms
2023-04-13 13:32:35,693 - job0 - wrk_cp_t | 5.56 ms
2023-04-13 13:32:35,876 - job0 - wrk_cp_t | 5.87 ms
2023-04-13 13:32:36,114 - job0 - wrk_cp_t | 6.07 ms
2023-04-13 13:32:36,506 - job0 - wrk_cp_t | 6.04 ms
2023-04-13 13:32:36,699 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:32:36,947 - job0 - wrk_cp_t | 5.40 ms
2023-04-13 13:32:37,182 - job0 - wrk_cp_t | 5.73 ms
2023-04-13 13:32:37,552 - job0 - wrk_cp_t | 5.12 ms
2023-04-13 13:32:37,765 - job0 - wrk_cp_t | 6.26 ms
2023-04-13 13:32:38,095 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:32:38,257 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:38,514 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:38,846 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:32:39,089 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:32:39,278 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:39,642 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:32:39,910 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:40,140 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:40,337 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:40,597 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:32:40,813 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:41,213 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:41,475 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:41,761 - job0 - wrk_cp_t | 5.56 ms
2023-04-13 13:32:42,076 - job0 - wrk_cp_t | 6.68 ms
2023-04-13 13:32:42,284 - job0 - wrk_cp_t | 6.69 ms
2023-04-13 13:32:42,561 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:42,780 - job0 - wrk_cp_t | 7.48 ms
2023-04-13 13:32:43,040 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:32:43,319 - job0 - wrk_cp_t | 5.52 ms
2023-04-13 13:32:43,679 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:32:43,883 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:44,217 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:44,421 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:44,606 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:44,908 - job0 - wrk_cp_t | 5.05 ms
2023-04-13 13:32:45,153 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:32:45,473 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:45,874 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:46,058 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:32:46,290 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:46,597 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:46,844 - job0 - wrk_cp_t | 5.25 ms
2023-04-13 13:32:47,046 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:32:47,287 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:32:47,619 - job0 - wrk_cp_t | 5.22 ms
2023-04-13 13:32:47,899 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:32:48,356 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:48,604 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:48,821 - job0 - wrk_cp_t | 4.57 ms
2023-04-13 13:32:49,152 - job0 - wrk_cp_t | 6.27 ms
2023-04-13 13:32:49,371 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:49,666 - job0 - wrk_cp_t | 5.15 ms
2023-04-13 13:32:49,825 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:32:50,187 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:32:50,566 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:50,746 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:32:51,041 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:32:51,292 - job0 - wrk_cp_t | 5.45 ms
2023-04-13 13:32:51,703 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:51,876 - job0 - wrk_cp_t | 7.17 ms
2023-04-13 13:32:52,165 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:32:52,420 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:52,667 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:52,904 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:53,181 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:53,414 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:32:53,690 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:54,030 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:32:54,395 - job0 - wrk_cp_t | 8.07 ms
2023-04-13 13:32:54,692 - job0 - wrk_cp_t | 5.23 ms
2023-04-13 13:32:54,967 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:55,166 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:55,548 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:32:55,891 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:32:56,077 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:32:56,290 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:32:56,498 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:56,876 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:32:57,199 - job0 - wrk_cp_t | 7.33 ms
2023-04-13 13:32:57,431 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:57,651 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:57,862 - job0 - wrk_cp_t | 5.71 ms
2023-04-13 13:32:58,084 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:58,390 - job0 - wrk_cp_t | 5.34 ms
2023-04-13 13:32:58,618 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:58,799 - job0 - wrk_cp_t | 7.50 ms
2023-04-13 13:32:59,052 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:59,264 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:59,540 - job0 - wrk_cp_t | 6.23 ms
2023-04-13 13:32:59,792 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:33:00,097 - job0 - wrk_cp_t | 6.54 ms
2023-04-13 13:33:00,457 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:33:00,787 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:33:01,184 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:33:01,503 - job0 - wrk_cp_t | 5.43 ms
2023-04-13 13:33:01,666 - job0 - wrk_cp_t | 5.38 ms
2023-04-13 13:33:02,096 - job0 - wrk_cp_t | 5.46 ms
2023-04-13 13:33:02,326 - job0 - wrk_cp_t | 5.38 ms
2023-04-13 13:33:02,604 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:33:03,005 - job0 - wrk_cp_t | 5.99 ms
2023-04-13 13:33:03,237 - job0 - wrk_cp_t | 5.53 ms
2023-04-13 13:33:03,465 - job0 - wrk_cp_t | 6.36 ms
2023-04-13 13:33:03,715 - job0 - wrk_cp_t | 5.41 ms
2023-04-13 13:33:03,980 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:04,450 - job0 - wrk_cp_t | 6.49 ms
2023-04-13 13:33:04,680 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:33:04,883 - job0 - wrk_cp_t | 6.16 ms
2023-04-13 13:33:05,090 - job0 - wrk_cp_t | 6.73 ms
2023-04-13 13:33:05,368 - job0 - wrk_cp_t | 5.78 ms
2023-04-13 13:33:05,546 - job0 - wrk_cp_t | 5.88 ms
2023-04-13 13:33:05,888 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:33:06,123 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:33:06,377 - job0 - wrk_cp_t | 6.85 ms
2023-04-13 13:33:06,613 - job0 - wrk_cp_t | 6.43 ms
2023-04-13 13:33:06,840 - job0 - wrk_cp_t | 6.65 ms
2023-04-13 13:33:07,035 - job0 - wrk_cp_t | 6.17 ms
2023-04-13 13:33:07,442 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:33:07,805 - job0 - wrk_cp_t | 5.79 ms
2023-04-13 13:33:08,022 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:33:08,381 - job0 - wrk_cp_t | 6.15 ms
2023-04-13 13:33:08,735 - job0 - wrk_cp_t | 6.17 ms
2023-04-13 13:33:09,031 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:33:09,235 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:09,602 - job0 - wrk_cp_t | 4.79 ms
2023-04-13 13:33:09,814 - job0 - wrk_cp_t | 5.99 ms
2023-04-13 13:33:10,188 - job0 - wrk_cp_t | 5.68 ms
2023-04-13 13:33:10,356 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:33:10,582 - job0 - wrk_cp_t | 5.75 ms
2023-04-13 13:33:10,780 - job0 - wrk_cp_t | 6.54 ms
2023-04-13 13:33:11,098 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:33:11,356 - job0 - wrk_cp_t | 5.72 ms
2023-04-13 13:33:11,647 - job0 - wrk_cp_t | 6.44 ms
2023-04-13 13:33:11,901 - job0 - wrk_cp_t | 5.19 ms
2023-04-13 13:33:12,146 - job0 - wrk_cp_t | 6.02 ms
2023-04-13 13:33:12,447 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:12,632 - job0 - wrk_cp_t | 6.25 ms
2023-04-13 13:33:12,834 - job0 - wrk_cp_t | 6.56 ms
2023-04-13 13:33:13,053 - job0 - wrk_cp_t | 6.60 ms
2023-04-13 13:33:13,303 - job0 - wrk_cp_t | 6.48 ms
2023-04-13 13:33:13,506 - job0 - wrk_cp_t | 6.29 ms
2023-04-13 13:33:13,863 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:33:14,216 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:33:14,460 - job0 - wrk_cp_t | 6.19 ms
2023-04-13 13:33:14,682 - job0 - wrk_cp_t | 5.39 ms
2023-04-13 13:33:14,882 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:33:15,085 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:33:15,367 - job0 - wrk_cp_t | 4.62 ms
2023-04-13 13:33:15,703 - job0 - wrk_cp_t | 5.19 ms
2023-04-13 13:33:16,111 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:33:16,340 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:33:16,611 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:33:16,875 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:33:17,065 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:33:17,364 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:33:17,508 - job0 - wrk_cp_t | 5.16 ms
2023-04-13 13:33:17,710 - job0 - wrk_cp_t | 5.86 ms
2023-04-13 13:33:17,962 - job0 - wrk_cp_t | 6.40 ms
2023-04-13 13:33:18,331 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:18,579 - job0 - wrk_cp_t | 5.45 ms
2023-04-13 13:33:18,773 - job0 - wrk_cp_t | 6.83 ms
2023-04-13 13:33:18,969 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:33:19,360 - job0 - wrk_cp_t | 5.09 ms
2023-04-13 13:33:19,624 - job0 - wrk_cp_t | 6.92 ms
2023-04-13 13:33:19,829 - job0 - wrk_cp_t | 6.78 ms
2023-04-13 13:33:20,135 - job0 - wrk_cp_t | 5.47 ms
2023-04-13 13:33:20,377 - job0 - wrk_cp_t | 6.34 ms
2023-04-13 13:33:20,686 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:33:20,901 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:33:21,105 - job0 - wrk_cp_t | 6.11 ms
2023-04-13 13:33:21,365 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:33:21,787 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:22,135 - job0 - wrk_cp_t | 5.17 ms
2023-04-13 13:33:22,339 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:33:22,492 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:33:22,701 - job0 - wrk_cp_t | 4.79 ms
2023-04-13 13:33:22,918 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:33:23,219 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:33:23,392 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:33:23,705 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:33:23,874 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:33:24,089 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:33:24,407 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:33:24,588 - job0 - wrk_cp_t | 5.06 ms
2023-04-13 13:33:24,990 - job0 - wrk_cp_t | 6.45 ms
2023-04-13 13:33:25,257 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:33:25,603 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:33:25,843 - job0 - wrk_cp_t | 5.14 ms
2023-04-13 13:33:26,176 - job0 - wrk_cp_t | 6.50 ms
2023-04-13 13:33:26,404 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:26,767 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:27,014 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:33:27,247 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:27,467 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:33:27,802 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:28,132 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:33:28,492 - job0 - wrk_cp_t | 4.70 ms
2023-04-13 13:33:28,778 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:29,041 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:33:29,324 - job0 - wrk_cp_t | 5.87 ms
2023-04-13 13:33:29,507 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:33:29,890 - job0 - wrk_cp_t | 5.90 ms
2023-04-13 13:33:30,139 - job0 - wrk_cp_t | 5.40 ms
2023-04-13 13:33:30,331 - job0 - wrk_cp_t | 6.66 ms
2023-04-13 13:33:30,662 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:33:30,903 - job0 - wrk_cp_t | 5.05 ms
2023-04-13 13:33:31,104 - job0 - wrk_cp_t | 6.57 ms
2023-04-13 13:33:31,408 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:33:31,616 - job0 - wrk_cp_t | 6.96 ms
2023-04-13 13:33:31,795 - job0 - wrk_cp_t | 6.45 ms
2023-04-13 13:33:32,077 - job0 - wrk_cp_t | 6.31 ms
2023-04-13 13:33:32,247 - job0 - wrk_cp_t | 5.40 ms
2023-04-13 13:33:32,447 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:33:32,671 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:32,970 - job0 - wrk_cp_t | 6.45 ms
2023-04-13 13:33:33,189 - job0 - wrk_cp_t | 5.19 ms
2023-04-13 13:33:33,553 - job0 - wrk_cp_t | 6.74 ms
2023-04-13 13:33:33,820 - job0 - wrk_cp_t | 6.13 ms
2023-04-13 13:33:34,128 - job0 - wrk_cp_t | 6.12 ms
2023-04-13 13:33:34,440 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:33:34,603 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:33:34,871 - job0 - wrk_cp_t | 5.32 ms
2023-04-13 13:33:35,227 - job0 - wrk_cp_t | 5.30 ms
2023-04-13 13:33:35,532 - job0 - wrk_cp_t | 6.50 ms
2023-04-13 13:33:35,733 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:33:36,028 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:33:36,228 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:36,595 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:33:36,764 - job0 - wrk_cp_t | 6.32 ms
2023-04-13 13:33:37,088 - job0 - wrk_cp_t | 5.12 ms
